mkname,mk001,mk002,mk003,mk004,mk005,mk006,mk007,mk008,mk009,mk010,mk011,mk012,mk013,mk014,mk015,mk016,mk017,mk018,mk019,mk020,mk021,mk022,mk023,mk024,mk025,mk026,mk027,mk028,mk029,mk030,mk031,mk032,mk033,mk034,mk035,mk036,mk037,mk038,mk039,mk040,mk041,mk042,mk043,mk044,mk045,mk046,mk047,mk048,mk049,mk050,mk051,mk052,mk053,mk054,mk055,mk056,mk057,mk058,mk059,mk060,mk061,mk062,mk063,mk064,mk065,mk066,mk067,mk068,mk069,mk070,mk071,mk072,mk073,mk074,mk075,mk076,mk077,mk078,mk079,mk080,mk081,mk082,mk083,mk084,mk085,mk086,mk087,mk088,mk089,mk090,mk091,mk092,mk093,mk094,mk095,mk096,mk097,mk098,mk099,mk100,mk101,mk102,mk103,mk104,mk105,mk106,mk107,mk108,mk109,mk110,mk111,mk112,mk113,mk114,mk115,mk116,mk117,mk118,mk119,mk120,mk121,mk122
G034,1,0.953974135,1,0,0,0,0.083717291,0,1,1,1,1,0.385742535,-1,-1,-0.988780771,-1,-0.989000862,-1,0,0,1,0.984922847,1,1,1,1,0.270978058,0.117199426,0,-0.193498598,-1,-1,-1,0,0,0,0,-0.011138434,0,1,0,0.019241721,0,0,0,0,0.739875929,1,0,0,0,-0.0032511,1,1,1,1,1,1,1,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,0,0,0.007553559,-0.045062024,0,0,-1,-1,-1,-1,-1,-1,0,0.043266867,0,0,0,0,0,0,0,-0.55111203,-1,-0.954253362,-1,-1,-1,-0.972849487,-1,-1,-1,0,0,0,1,0.982906977,1,0,0,0,-0.006724019,0,0,0,1,1,1,1,1,1,1,0,0,0
G035,-1,-1,-1,0,1,1,0.246551841,0,0,0,0,0,0.44115749,1,0.989992805,1,0,-0.222979048,-1,0,0,0,0.014415576,0,0,-1,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,-1,0,0,0,-0.011138434,0,1,0,0.010277832,-1,1,1,-1,-1,-1,-1,0,0,1,1,0,1,1,0,0,0,0,1,0.963039849,1,0.987486461,1,1,1,1,0.289108245,0.214407854,-0.280861334,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,-0.154859568,0,-0.043142869,0,0,0.023257436,-0.013487701,1,1,1,1,1,1,1,0.568192614,0,0,0,0,-0.006724019,0,0,0,0,0,0,-0.562619322,-1,0,-1,-1,0,0
G036,0,0.183638609,1,-1,-1,-1,0.050418511,0,-1,0,0,1,0.55340286,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0.016434625,0.029211083,0,-1,-1,-1,0.020997607,0.012693082,0,-0.028891788,0,0,0,0,0,-1,-1,-0.988689355,-1,-1,-1,-1,-1,0,0,0,0.018051003,0,0,0,-1,-0.993509086,-1,-1,1,0,0,0,0,-1,-0.889268856,-1,-0.992213758,-1,1,1,0,0,0,0.007553559,-0.045062024,0,0,0,-1,-1,-1,-1,-1,0,0.043266867,0,-1,-1,-1,-1,-1,-1,-0.392835405,0,-0.043142869,0,0,0.022908279,-0.043943009,-0.01920006,0,-1,1,1,1,1,0.568192614,0,0,0,0,-0.371720474,-1,-1,-1,1,1,1,1,0,0,0,1,1,-1
G037,1,0.953974135,1,0,1,1,0.902443125,1,1,1,1,1,0.978855736,1,0.989992805,1,0,-0.222979048,-1,-1,-1,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,0,0,-0.011138434,0,1,0,0.019241721,0,0,-1,-1,-1,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,1,1,-0.056076955,0.022457591,-0.715328046,-1,-1,-1,-1,-1,0,0.007553559,-0.045062024,0,0,0,0,0,-1,0,0,0,0.043266867,0,0,1,1,1,1,0,1,1,1,1,0,0.019038465,-0.381488326,-1,-1,-1,0,0,0,1,0.568192614,0,0,0,0,-0.006724019,0,0,0,1,1,0,-0.031163225,0,0,0,0,0,0
G038,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0.978855736,1,0.989992805,1,1,1,0,1,1,1,0.144537843,0,0,0,1,0.958693492,0.978759425,1,-0.01471301,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.129220912,0,0,0,1,1,-0.055763177,0.034306443,-0.007521303,0.012131637,0,1,1,1,1,0.992177354,1,1,1,1,1,0,0,1,1,1,0.628187495,0,0,0,0,0,0,0,-0.154859568,0,-0.671485174,-1,-1,-1,-0.952120745,-0.942724568,-1,-1,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,0,0,0,-0.031163225,0,0,0,0,0,0
G039,1,0.799809169,0,-1,0,0,0.083717291,0,1,0,0,0,0.44115749,1,0.989992805,1,1,1,1,1,1,1,0.144537843,0,0,0,0,0.716900788,0.877435877,1,1,0,0,0,1,0,0,0,-0.011138434,0,-1,-1,-1,-1,1,0,0,0.018051003,0,0,-1,-1,-0.518058806,1,1,1,1,1,1,0,0,-0.096955774,0.022008617,-0.715397762,-1,-1,0,0,0,1,0.975786046,0.934528934,1,1,1,1,1,0,0,0,0,0.043266867,0,0,0,0,0,0,0,-0.154859568,0,-0.671485174,-1,-1,-1,-0.972849487,-1,0,0,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,-1,-1,-1,0,-0.031163225,0,0,-1,0,0,-1
G040,0,0.041558026,0,0,0,0,0.083717291,0,0,1,1,1,0.55340286,0,0.009844063,-0.011033869,0,-0.010775596,0,0,1,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,0,0,0,0,0,0,0,-0.011138434,0,1,0,0.019241721,0,-0.380602407,-1,-1,0.009357637,0,0,0,0,-0.006436222,0,-1,-0.129220912,0,0,0,0,0,1,-1,-0.277621698,0.010499693,0,0,0,-1,0,0.021788619,0.014498925,0,0,1,1,1,1,0,0,0,0.359137643,1,0,1,1,0,0,0,-0.090086732,1,-0.02315655,0,0,0.019038465,-0.381488326,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,-1,1,1,1,1,0,-1,-1,-1,0,1
G041,0,0.183638609,1,1,1,1,0.246551841,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,1,1,0.984922847,1,1,1,1,0.270978058,0.117199426,0,-0.015611382,1,1,1,1,1,1,1,-0.002851853,1,0,0,0.019241721,0,-1,-1,0,0.018051003,0,0,0,0,-0.006436222,0,0,1,0,0,0,-1,-1,-0.279462121,0.601631284,1,0.906089737,0.553041065,0,-1,0,0,0.007553559,-0.045062024,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-0.02315655,0,-1,-1,-0.972849487,-1,-1,-1,0,0,0,0,0.427392073,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
G042,0,0.023430176,-1,-1,-1,-1,0.050418511,0,0,-1,-1,-1,0.0105436,0,0.007072858,-0.578278707,-1,-0.989000862,-1,-1,-1,-1,-1,-1,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,0,0,-0.011138434,0,1,1,0.979616645,1,0,0,1,0.254285514,0,0,0,0,-0.006436222,0,1,1,0,0,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,0,0,0,0.007553559,-0.045062024,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,-0.043142869,0,0,-1,-0.608472098,0,0,0,1,1,1,1,0.982906977,1,1,1,1,1,1,0,-1,0,0,0,-0.031163225,0,0,-1,-1,0,0
G043,0,0.112705216,0.465198772,1,1,1,0.246551841,0,0,1,1,1,0.385742535,-1,-1,-0.988780771,-1,-0.773403595,0,1,1,0,0.014415576,0,0,0,0,-1,-1,-1,-0.841685783,-0.256974629,0,0,0,-1,-0.98522775,-1,-0.988689355,-1,-1,-1,-1,-1,-0.380602407,-1,-1,-1,-1,-1,1,1,1,1,1,-0.070553026,1,1,1,1,0,-0.069560371,0.635205528,1,0.987486461,1,1,-1,-1,-0.055265923,0.052071992,-0.250555494,-1,-1,0,1,1,0,-1,-1,-1,-1,0,0,0,0,-1,-1,0.422316604,1,1,-0.02315655,0,-1,-1,-0.608472098,0,0,1,0,0,0,1,0.982906977,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,-1,0,0
G044,0,0.023430176,-1,0,0,1,0.902443125,1,1,1,1,1,0.978855736,1,0.989992805,1,0,-0.010775596,0,0,-1,0,0.849739294,1,1,1,1,0.958693492,0.978759425,1,1,1,1,1,0,-1,0,0,-0.011138434,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,1,-1,-1,0,0.007553559,-0.045062024,0,0,1,1,0,0,0,0,0,0.023020099,-1,0,0,0,0,0,-1,1,1,-0.02315655,0,0,0.579223104,1,1,-1,-1,1,1,1,1,0.982906977,1,1,1,1,1,1,1,1,0,-1,-1,-0.428978135,0,0,0,0,0,0
G045,1,0.953974135,1,0,0,0,0.720889611,1,0,-1,-1,-1,-1,0,0.009844063,-0.011033869,0,1,1,0,0,1,0.984922847,1,1,0,0,0.716900788,0.877435877,1,1,0,0,0,1,1,0,0,-0.011138434,0,0,0,0.010277832,-1,0,1,1,0.254285514,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,0,-0.607535263,-1,-0.277621698,0.010499693,0,0,-1,-1,-1,-1,-0.678270605,0,0,1,1,0,0,-1,0,0,0.043266867,0,0,0,0,1,0,-1,-0.812561326,-1,-0.315131682,0,0,0.023113366,-0.026054243,0,0,0,-1,-1,1,0,0.016792915,0,0,0,-1,-0.626465994,0,0,-1,-1,-1,-1,-0.96778679,-1,0,0,0,0,0
G046,0,0.183638609,1,1,1,1,0.246551841,0,0,0,1,1,0.978855736,1,0.989992805,1,1,1,0,1,1,1,0.984922847,1,1,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,1,0,-1,-1,-0.988689355,-1,-1,0,0.019241721,0,-0.380602407,-1,-1,-1,-1,-1,-1,-1,-0.993509086,-1,0,-0.129220912,0,0,0,0,0,-0.096436132,0.033639888,-0.006844464,0.192599552,1,1,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0.023113366,-0.026054243,0,1,1,-1,0,0,0,0.016792915,0,-1,-1,-1,-0.993223971,-1,0,0,0,0,0,1,1,1,1,1,1,1
G047,0,0.041558026,0,-1,-1,-1,0.050418511,0,0,1,0,0,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,1,1,1,-1,-1,-1,-1,0,0.038975103,0.020208719,0,-0.193498598,-1,0,0,-1,0,0,0,-0.011138434,0,0,1,0.979616645,1,-1,-1,-1,-1,-1,-1,0,0,-0.006436222,0,0,1,1,1,1,1,1,1,0.963039849,1,0.987486461,1,0,0,0,0,0.257323261,1,1,0,0,0,-1,-1,1,1,0,0.043266867,0,0,0,-1,-1,-1,1,1,0,-0.043142869,0,0,-1,-0.608472098,0,0,0,1,1,1,1,0.982906977,1,1,1,1,1,0,0,0,1,1,0,-0.031163225,0,0,1,1,1,0
G048,0,0.023430176,-1,-1,-1,-1,-1,-1,-1,1,0,1,0.978855736,1,0.989992805,1,1,1,1,-1,-1,0,0.014415576,0,-1,-1,-1,-1,-1,-1,-0.969142937,-1,-1,-1,-1,-1,-1,0,-0.011138434,0,1,1,0.841815015,0,0,0,0.022729159,0.039166683,0,1,0,0,-0.006436222,0,0,-0.129220912,0,0,0,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,1,0,0,1,-1,-0.951830543,-1,-1,-1,-1,-1,0,0,0,0,0.023020099,-1,-1,-1,-1,0,0,0,-0.55111203,-1,-0.315131682,0,0,0.019038465,-0.381488326,-1,-1,-1,0,0,-1,0,0.016792915,0,1,1,1,1,0,0,0,1,0,0,-0.031163225,0,1,1,1,1,0
G049,0,0.041558026,0,1,1,1,0.902443125,1,1,0,0,-0.513593571,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,0,1,0,0.849739294,1,0,-1,-1,0.572508141,0.81692795,1,1,1,1,1,-1,-1,0,0,-0.011138434,0,-1,-1,-1,0,0,-1,-1,0.593752788,1,1,1,1,1,1,0,-0.129220912,0,0,0,1,1,0.831643244,0.910728218,1,0.802473191,0,0,1,1,1,0.992177354,1,1,1,0,0,0,0,0,0,-1,0.022405014,0,0,0,0,0,0,-1,-0.392835405,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,-1,-1,-1,-1,0,0.019794399,-0.394270527,-1,-1,-1,-0.993223971,-1,-1,-1,0,0,0,1,1,1,0,0,0,0
G050,-1,-1,0,0,0,0,0.698838321,1,1,0,0,0,0.01059496,-1,-1,-0.988780771,-1,-0.773403595,0,-1,0,0,0.014415576,0,0,0,-1,-1,-1,-1,-0.841685783,-0.256974629,0,0,0,0,1,1,1,1,0,0,0.019241721,0,-1,0,0.022729159,0.039166683,0,0,-1,-1,-0.993509086,-1,-1,-0.129220912,0,0,0,0,-1,-0.889268856,-1,-0.277621698,0.010499693,0,1,0,0,1,0.992177354,1,1,1,1,1,0,-1,-1,-1,0,0.043266867,0,0,0,0,0,-1,1,1,1,1,1,1,0.411309627,-0.021052571,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,-1,-1,-1,-1,-0.428978135,0,0,1,1,1,0
G051,1,0.953974135,1,1,-1,-1,0.050418511,0,0,0,0,0,0.44115749,1,0.989992805,1,1,-0.005425595,0,0,-1,0,0.014415576,0,0,-1,0,-1,-1,0,-0.022647639,0.622495894,1,1,0,0,0,0,-0.011138434,0,1,0.340155401,0.30950736,0,0,0,1,0.981399239,1,1,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,1,0,-1,-1,-0.951830543,-1,-1,-1,-1,0,0,0,0,0,0.043266867,0,1,1,0,0,0,0,-0.55111203,-1,1,0,-1,0.411810649,1,1,1,1,0,0,0,1,0.982906977,1,1,1,1,0.993200936,1,1,0,0,0,0,-0.016025433,1,0,0,0,0,0
G052,-1,-1,1,1,1,1,0.902443125,1,1,0,0,0,0.020692952,0,0.390010389,1,1,1,1,-1,-1,1,0.984922847,1,1,1,1,0.270978058,0.117199426,0,-0.028891788,0,0,0,0,0,0,0,-0.011138434,0,0,1,0.979616645,1,0,1,1,0.981399239,1,1,1,1,1,1,1,-0.129220912,0,-1,-1,-1,-1,-0.35637569,0.02929846,-0.007479049,0.028339007,0.017297001,0,1,1,0,0.007632463,-0.024317687,1,1,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,0,0,0,-0.55111203,-1,-0.548341289,-0.348198252,0,0.023113366,-0.026054243,0,0,0,1,1,1,1,0.982906977,1,0,0,0,-0.006724019,0,0,-1,1,1,1,-0.01616891,0,0,-1,0,0,1
G053,0,0.183638609,1,0,0,0,0.083717291,0,0,0,0,0,0.44115749,1,0.989992805,1,1,1,-1,0,-1,-0.853586717,-1,-1,-1,-1,0,0.716900788,0.877435877,1,1,1,1,1,-1,-1,1,1,-0.005673408,0,0,0,0.019241721,0,0,0,0.500901018,0.863148158,1,1,-1,-1,-0.993509086,-1,1,-0.767086215,-1,-1,-1,-1,-1,-0.889268856,-1,-0.992213758,-1,-0.610360147,0,0,0,0,0.007553559,-0.045062024,0,1,0,0,1,1,0,-1,-1,-0.614430311,0,-1,-1,-1,-1,-1,0,1,1,1,1,-1,0.011890782,-0.026198839,0,0,0,1,0,-0.614983481,-1,-1,0,-1,-1,-1,-0.626465994,0,0,0,0,0,1,1,1,1,0,-1,-1,-1
G054,-1,-1,-1,-1,-1,-1,0.050418511,0,0,0,0,0,0.01059496,-1,0.004962334,-0.011060569,0,-0.005521206,1,1,1,1,0.144537843,0,0,1,1,0.958693492,0.978759425,1,1,1,1,1,0,-1,-1,-1,-0.303256169,0,0,0.140194909,0.156232136,0,0,-0.354712674,-0.697962536,-1,-1,-1,-1,-1,-0.68100961,0,0,-0.129220912,0,0,0,0,0,-0.069560371,0.635205528,1,0.906089737,0.553041065,0,1,1,1,0.992177354,1,0,0,-1,-1,-1,0,0,-1,-1,0.022405014,0,0,0,0,0,0,0,-0.55111203,-1,-0.548341289,-0.348198252,0,0.023113366,-0.026054243,0,0,-1,1,0,0,0,0.008564718,-1,-1,-1,0,-0.006724019,0,0,0,-1,-1,0,-0.031163225,0,0,0,0,0,0
G055,-1,-1,-1,0,0,0,0.720889611,1,1,1,1,1,0.55340286,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.014415576,0,0,0,1,-1,-1,-1,-0.969142937,-1,-1,-1,0,0,0,0,-0.011138434,0,0,0,0.019241721,0,1,0,0.022729159,0.039166683,0,0,0,0,-0.006436222,0,0,-0.767086215,-1,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,1,1,-1,0.003294544,-0.307065278,-1,-1,-1,0,1,1,-1,0,0,0.043266867,0,0,0,0,-1,-1,0,-0.154859568,0,1,1,0,0.023113366,-0.026054243,0,0,0,-1,-1,0,0,0.016792915,0,0,0,0,-0.006724019,0,1,1,-1,-1,1,1,1,1,1,1,1,0
G056,-1,-1,0,0,0,0,0.083717291,0,1,1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,0,0,0.849739294,1,1,1,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,0,0,1,0,0,0,0.019241721,0,1,0,0,0.018051003,0,0,1,1,1,1,1,-0.129220912,0,-1,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,1,1,0,0.007553559,-0.045062024,0,0,0,0,0,-1,0,0,0,0.043266867,0,0,0,0,0,0,0,-0.55111203,-1,-0.315131682,0,0,0.023113366,-0.026054243,0,0,0,1,1,1,1,0.982906977,1,0,0,0,-0.371720474,-1,-1,-1,0,0,0,-0.031163225,0,0,0,0,1,-1
G057,0,0.041558026,0,1,1,1,0.902443125,1,1,0,-1,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,0,0,-1,-1,-1,0,0,0,0.038975103,0.020208719,0,-0.193498598,-1,-1,-1,1,1,1,1,1,1,0,0,0.019241721,0,0,0,-1,0.009357637,0,0,0,-1,-0.977181565,-0.94745264,-1,-0.129220912,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,1,0,0,0.043266867,0,0,0,-1,-1,-1,0,-0.154859568,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,0,0,0,1,0.568192614,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1
G058,0,0.183638609,1,1,1,1,0.246551841,0,0,0,0,1,0.978855736,1,0.524298157,-0.490532516,-1,-0.989000862,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.795694892,0,0,0,0,0,0,0,-0.011138434,0,1,1,0.979616645,1,-1,0,-1,0.009357637,0,0,0,0,-0.006436222,0,1,-0.129220912,0,1,1,1,1,-0.461367257,-1,-0.992213758,-1,-1,0,-1,-1,-1,-1,-0.678270605,0,0,-1,-1,-1,-1,0,0,0,0.043266867,0,0,0,1,1,1,0,-0.154859568,0,-0.671485174,-1,-1,-1,-0.972849487,-1,0,1,1,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,1,1,0,0,0,-0.031163225,0,-1,-1,0,0,1
G059,1,0.799809169,0,-1,1,1,0.246551841,0,1,0,0,1,0.978855736,1,0.989992805,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0.038975103,0.020208719,0,1,1,1,1,0,0,-1,-1,-0.988689355,-1,1,1,0.841815015,0,1,1,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,0,0,1,0.707319231,-0.219679865,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-0.096438232,0,1,1,1,0.9759902,1,0.436930928,0,0,0,1,1,1,0.568192614,0,1,1,1,1,1,0,0,0,0,0,-0.031163225,0,-1,-1,-1,-1,-1
G060,0,0.041558026,0,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0.009844063,-0.011033869,0,-0.005521206,1,-1,-1,0,0.849739294,1,1,1,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,1,1,1,1,-1,0,0.019241721,0,1,0,0,0.739875929,1,1,1,1,1,1,0,-0.129220912,0,0,0,0,0,-0.069560371,0.635205528,1,0.987486461,1,1,-1,-1,-1,-1,-0.678270605,0,0,1,1,1,0,0,1,1,0.628187495,0,0,0,0,0,0,-1,-0.812561326,-1,-0.315131682,0,1,0.9759902,1,1,1,1,-1,-1,0,0,0.016792915,0,-1,-1,-1,-0.993223971,-1,-1,-1,0,0,0,-0.031163225,0,0,0,-1,-1,-1
G061,0,0.041558026,0,-0.726944478,-1,-1,-0.198602109,0,0,0,-1,-1,-1,-1,-1,-0.417618262,0,-0.010775596,0,-1,-0.684782002,-0.186468223,0.022721051,0,0,1,0,0.716900788,0.877435877,1,1,1,1,1,0,0,0,0,-0.011138434,0,0,0,0.019241721,0,1,0,0,-1,0,0,0,0,-0.006436222,0,-1,1,1,1,1,1,1,-0.055763177,0.034306443,-0.007521303,0.012131637,0,0,0,0,1,0.992177354,1,1,1,1,1,-1,-1,0,0,0,0.023020099,-1,-1,-1,-1,0,1,0,-0.154859568,0,-0.043142869,0,0,-1,-0.608472098,0,0,0,-1,-1,-0.321142344,0,0.036595694,0.020612684,0,0,0,-0.006724019,0,0,1,-1,-1,0,-0.031163225,0,0,0,0,0,0
G062,0,0.041558026,0,-1,-1,-1,-1,-1,-1,-1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,0,0,0,0,-0.011138434,0,0,-1,-1,-1,0,0,0,0.018051003,0,0,1,1,1,1,1,-0.129220912,0,0,0,0,0,-0.096436132,0.033639888,-0.006844464,0.192599552,1,1,-1,-1,-1,-1,-0.678270605,0,0,0,-1,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,0,0,0,0,0.016792915,0,1,1,1,1,0,0,-1,1,1,1,1,1,1,1,1,1,0
G063,-1,-1,-0.098277798,0.706007735,1,1,0.198602109,0,1,1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0.518083794,0.920847816,1,1,1,0,0.038975103,0.020208719,0,-0.024047504,0.57097815,0.918828241,1,-1,-1,-0.070069021,0,-0.011138434,0,0,0,0.019241721,0,0,0,0,0.739875929,1,1,1,1,-0.0106008,-0.00749586,0,-0.070553026,1,1,1,1,1,1,0.34242026,-0.006359127,0.012138659,0,0,1,1,0.521635902,0.479389546,0.319002922,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-0.983084017,-1,-1,-1,-1,0.422316604,1,1,-0.364939605,-1,-1,0.028844407,0.017304354,0,0,0,0,0,0,0,-1,-1,0,0,0,0.368792876,1,1,1,1,1,1,-0.026366028,-0.010630527,0,0,0,1,0.555437049
G064,0,0.041558026,0,-1,-1,-1,0.60015119,1,1,0,0,0,0.44115749,1,0.989992805,1,1,-0.005425595,0,0,0,1,0.984922847,1,1,1,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,0,0,0,0,-0.011138434,0,-1,-1,-1,-1,1,1,0,0.018051003,0,0,0,0,-0.006436222,0,-1,-0.129220912,0,0,0,0,1,1,0.963039849,1,0.802473191,0,-1,0,0,1,0.992177354,1,1,1,0,0,0,0,0,0,0,0.023020099,-1,-1,-1,-1,0,0,1,-0.096438232,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,0,-1,-1,1,1,0.982906977,1,0,0,0,-0.371720474,-1,-1,-1,0,0,-1,-0.428978135,0,0,0,0,0,-1
G065,1,0.799809169,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.004962334,-0.011060569,0,-0.005521206,1,0,-1,-1,0.00758609,0,0,0,0,0.038975103,0.020208719,0,-0.193498598,-1,0,0,1,1,1,1,-0.005673408,0,0,1,0.841815015,0,1,0,0,0.018051003,0,1,1,1,1,0,0,-0.767086215,-1,-1,-1,-1,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,1,-1,0,0,0.007632463,-0.024317687,1,1,0,0,0,-1,1,1,1,0.628187495,0,0,0,-1,-1,-1,0,-0.154859568,0,-0.060901725,0.284709891,1,0.9759902,1,1,1,1,-1,-1,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,0,0,0,-0.031163225,0,0,1,1,1,0
G066,0,0.183638609,1,1,1,1,0.142780018,-1,-1,-1,0,0,-1,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,1,-1,-1,-1,-1,-1,0.016679492,0.006396232,-1,-0.969142937,-1,0,0,-1,-1,-1,-1,-0.303256169,0,0,0,0.019241721,0,0,0,0,0.018051003,0,0,0,0,-0.317143119,-1,0,-0.767086215,-1,-1,-1,0,0,1,0.963039849,1,0.987486461,1,0,0,0,0.645045378,0.735074778,1,1,1,1,1,1,1,0,0,0,0.043266867,0,0,0,0,0,-1,0,1,0,-0.043142869,0,0,0.019038465,-0.381488326,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,-0.006724019,0,1,0,1,1,1,1,1,1,1,1,0,-1
G067,0,0.041558026,0,0,0,0,0.720889611,1,1,1,1,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,-1,-1,-1,-1,-1,0,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,1,1,1,0,-0.011138434,0,1,1,0.841815015,0,0,0,0,0.018051003,0,0,0,0,-0.317143119,-1,0,-0.767086215,-1,0,0,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,0,0,0.050912268,0.058018126,-0.023717347,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-0.55111203,-1,-0.954253362,-1,-1,-1,-0.972849487,-1,-1,-1,-1,-1,-1,-1,0.008522397,0,0,0,0,-0.006724019,0,0,-1,-1,-1,-1,-0.428978135,0,0,0,0,0,0
G068,0,0.183638609,1,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.009870755,-0.005570075,1,1,0,1,0,0,0.014415576,0,0,0,-1,0.020997607,0.012693082,0,-0.028891788,0,0,0,0,-1,-1,-1,-0.988689355,-1,0,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.767086215,-1,-1,-1,0,0,-0.607535263,-1,-0.277621698,0.010499693,0,0,-1,-1,-0.978483799,-1,-0.951830543,-1,-1,-1,0,0,0,0,0,0,0.043266867,0,0,0,0,0,0,0,-0.55111203,-1,-0.315131682,0,0,0.023113366,-0.026054243,0,0,-1,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,0,0,0,1,1,1,0,0,0,0
